,lat,lon,Severity,filename
17589,37.24,-93.262,2.0,37.24_-93.262
6366,34.071,-118.137,2.142857142857143,34.071_-118.137
15447,42.447,-83.753,2.125,42.447_-83.753
25815,41.101,-73.985,2.0,41.101_-73.985
20815,29.968,-90.07000000000001,2.0,29.968_-90.07000000000001
25124,32.81,-96.85,2.0,32.81_-96.85
26224,37.202,-119.723,2.0,37.202_-119.723
26173,44.926,-93.145,2.0,44.926_-93.145
25225,39.975,-75.19500000000001,2.0,39.975_-75.19500000000001
11861,39.377,-76.452,2.122448979591837,39.377_-76.452
6107,34.053,-118.237,2.055555555555556,34.053_-118.237
7073,34.19,-79.849,2.3529411764705883,34.19_-79.849
5854,34.03,-117.607,2.1294117647058823,34.03_-117.607
12028,39.588,-76.07300000000001,2.3684210526315788,39.588_-76.07300000000001
35,25.628,-80.342,2.012987012987013,25.628_-80.342
13294,40.707,-73.426,2.076923076923077,40.707_-73.426
24387,33.606,-114.539,2.0,33.606_-114.539
28300,38.644,-121.389,1.976744186046512,38.644_-121.389
9389,37.663,-121.029,2.0416666666666665,37.663_-121.029
21646,43.597,-116.296,2.0,43.597_-116.296
12176,39.745,-105.398,3.1666666666666665,39.745_-105.398
16889,45.583,-118.64,2.2,45.583_-118.64
1216,28.284,-81.352,2.05,28.284_-81.352
16828,45.541,-122.699,2.2,45.541_-122.699
8157,35.876,-78.83500000000001,2.25,35.876_-78.83500000000001
18483,34.261,-118.44,2.0,34.261_-118.44
21752,38.654,-77.281,2.0,38.654_-77.281
25486,25.946,-80.148,2.0,25.946_-80.148
5002,33.888,-118.359,2.084507042253521,33.888_-118.359
16494,45.21,-122.826,2.017857142857143,45.21_-122.826
2790,32.759,-117.173,2.0444444444444443,32.759_-117.173
11026,38.924,-76.854,2.333333333333333,38.924_-76.854
18829,25.899,-80.18,2.0,25.899_-80.18
13315,40.713,-74.203,2.176470588235294,40.713_-74.203
22192,38.627,-90.451,2.0,38.627_-90.451
5933,34.034,-118.222,2.033707865168539,34.034_-118.222
13814,40.835,-73.883,2.9473684210526314,40.835_-73.883
5813,34.029,-118.214,2.1020408163265305,34.029_-118.214
25698,34.135,-117.999,2.0,34.135_-117.999
21920,33.771,-118.002,2.0,33.771_-118.002
16886,45.58,-118.586,2.583333333333333,45.58_-118.586
2951,32.786,-117.208,2.09375,32.786_-117.208
16343,45.035,-92.808,2.0357142857142856,45.035_-92.808
13969,40.902,-74.123,2.4444444444444446,40.902_-74.123
5792,34.028,-118.229,2.061224489795918,34.028_-118.229
5313,33.939,-84.155,2.6538461538461537,33.939_-84.155
5989,34.037,-118.304,2.074074074074074,34.037_-118.304
9577,37.756,-77.459,2.05,37.756_-77.459
3816,33.499,-112.044,2.1538461538461537,33.499_-112.044
647,26.155,-81.669,2.083333333333333,26.155_-81.669
14264,41.283,-72.95100000000001,2.2448979591836733,41.283_-72.95100000000001
23333,40.731,-73.83500000000001,2.0,40.731_-73.83500000000001
20420,30.193,-81.74,2.0,30.193_-81.74
7994,35.569,-80.561,2.4444444444444446,35.569_-80.561
19491,28.568,-81.288,2.0,28.568_-81.288
28338,38.866,-77.052,1.9615384615384612,38.866_-77.052
15169,42.3,-83.122,2.259259259259259,42.3_-83.122
9902,37.995,-121.782,2.066666666666667,37.995_-121.782
12512,39.954,-82.989,2.5,39.954_-82.989
7638,35.098,-80.94500000000001,2.1,35.098_-80.94500000000001
16368,45.053,-122.971,2.097560975609756,45.053_-122.971
22149,42.884,-78.769,2.0,42.884_-78.769
20206,34.858000000000004,-82.26,2.0,34.858000000000004_-82.26
15034,42.161,-88.137,2.333333333333333,42.161_-88.137
9945,38.021,-78.423,2.074074074074074,38.021_-78.423
12008,39.548,-76.667,2.111111111111111,39.548_-76.667
4805,33.868,-117.728,2.09375,33.868_-117.728
28257,38.538,-121.371,1.967741935483871,38.538_-121.371
2563,32.676,-97.054,2.3684210526315788,32.676_-97.054
6113,34.053,-118.206,2.1333333333333333,34.053_-118.206
11285,39.018,-76.922,2.458333333333333,39.018_-76.922
21655,34.771,-92.262,2.0,34.771_-92.262
9490,37.709,-122.468,2.02,37.709_-122.468
27301,28.072,-80.705,1.9259259259259256,28.072_-80.705
26160,34.067,-117.533,2.0,34.067_-117.533
542,26.045,-80.163,2.0840336134453783,26.045_-80.163
19402,37.743,-121.129,2.0,37.743_-121.129
8227,36.059,-79.609,2.037037037037037,36.059_-79.609
8083,35.786,-78.574,2.2058823529411766,35.786_-78.574
5551,33.996,-117.84,2.333333333333333,33.996_-117.84
14119,41.088,-73.456,2.074074074074074,41.088_-73.456
4959,33.881,-118.192,2.270833333333333,33.881_-118.192
12674,40.052,-76.397,2.210526315789474,40.052_-76.397
10927,38.881,-77.008,2.103448275862069,38.881_-77.008
13876,40.849,-73.944,2.1293103448275863,40.849_-73.944
12641,40.024,-75.227,2.196078431372549,40.024_-75.227
24264,32.905,-96.726,2.0,32.905_-96.726
23934,37.661,-77.45,2.0,37.661_-77.45
18089,35.25,-85.874,2.0,35.25_-85.874
15552,42.626,-123.383,2.0625,42.626_-123.383
22493,40.624,-74.217,2.0,40.624_-74.217
27545,32.133,-110.962,1.0526315789473684,32.133_-110.962
19132,38.779,-121.544,2.0,38.779_-121.544
14937,41.947,-87.72,2.723076923076923,41.947_-87.72
7542,34.957,-89.999,2.210526315789474,34.957_-89.999
15517,42.495,-83.522,2.3125,42.495_-83.522
12783,40.2,-74.759,2.294117647058824,40.2_-74.759
1440,28.568,-81.268,2.036363636363636,28.568_-81.268
3344,32.925,-96.821,2.125,32.925_-96.821
19645,30.356,-97.732,2.0,30.356_-97.732
11959,39.442,-76.34400000000001,2.0408163265306123,39.442_-76.34400000000001
14661,41.79,-87.632,2.746268656716418,41.79_-87.632
1105,27.97,-82.45400000000001,2.073529411764706,27.97_-82.45400000000001
21346,25.926,-80.244,2.0,25.926_-80.244
10277,38.551,-122.651,2.076923076923077,38.551_-122.651
25631,30.376,-97.676,2.0,30.376_-97.676
10133,38.37,-77.46600000000001,2.268292682926829,38.37_-77.46600000000001
7240,34.275,-119.288,2.0625,34.275_-119.288
10398,38.605,-121.276,2.0961538461538463,38.605_-121.276
4936,33.879,-118.285,2.2051282051282053,33.879_-118.285
7198,34.262,-118.442,2.175,34.262_-118.442
24089,33.036,-117.282,2.0,33.036_-117.282
16274,44.984,-93.242,2.0526315789473686,44.984_-93.242
4788,33.864,-117.996,2.1538461538461537,33.864_-117.996
16288,44.994,-93.35,2.076923076923077,44.994_-93.35
14476,41.666,-72.84700000000001,2.419354838709677,41.666_-72.84700000000001
18748,34.189,-118.475,2.0,34.189_-118.475
9075,37.457,-122.137,2.0303030303030303,37.457_-122.137
4535,33.809,-118.288,2.046511627906977,33.809_-118.288
22046,47.241,-122.351,2.0,47.241_-122.351
21900,41.59,-112.076,2.0,41.59_-112.076
22366,45.306,-93.821,2.0,45.306_-93.821
953,27.435,-82.46000000000001,2.0531914893617023,27.435_-82.46000000000001
16785,45.53,-122.638,2.081967213114754,45.53_-122.638
19767,36.923,-119.794,2.0,36.923_-119.794
17087,47.532,-122.198,2.323529411764706,47.532_-122.198
23204,29.734,-95.41,2.0,29.734_-95.41
7425,34.564,-118.685,2.28,34.564_-118.685
9300,37.607,-120.975,2.018181818181818,37.607_-120.975
20322,45.135,-121.617,2.0,45.135_-121.617
10182,38.456,-121.411,2.0384615384615383,38.456_-121.411
4412,33.778,-117.897,2.0576923076923075,33.778_-117.897
22294,38.547,-81.636,2.0,38.547_-81.636
20684,32.719,-117.103,2.0,32.719_-117.103
16281,44.988,-93.237,2.375,44.988_-93.237
11494,39.098,-77.039,2.4705882352941178,39.098_-77.039
3342,32.925,-96.835,2.3404255319148937,32.925_-96.835
5322,33.941,-118.28,2.055555555555556,33.941_-118.28
26101,33.073,-117.296,2.0,33.073_-117.296
16756,45.523,-122.819,2.0384615384615383,45.523_-122.819
5094,33.908,-117.883,2.095238095238096,33.908_-117.883
15326,42.378,-87.94,2.290322580645161,42.378_-87.94
20950,25.685,-80.385,2.0,25.685_-80.385
2858,32.769,-97.063,2.25,32.769_-97.063
26026,40.275,-111.719,2.0,40.275_-111.719
7409,34.5,-118.229,2.2857142857142856,34.5_-118.229
17749,25.67,-80.417,2.0,25.67_-80.417
13777,40.82,-73.891,2.236111111111111,40.82_-73.891
240,25.811,-80.18900000000001,2.00507614213198,25.811_-80.18900000000001
1066,27.922,-82.402,2.0232558139534884,27.922_-82.402
6860,34.151,-118.236,2.1058823529411765,34.151_-118.236
1123,27.996,-82.394,2.0491803278688523,27.996_-82.394
2573,32.677,-97.088,2.05,32.677_-97.088
23658,28.93,-82.112,2.0,28.93_-82.112
13721,40.799,-73.493,2.1875,40.799_-73.493
20783,44.973,-93.401,2.0,44.973_-93.401
3641,33.39,-111.968,2.2,33.39_-111.968
21827,39.846,-86.044,2.0,39.846_-86.044
24770,44.98,-93.278,2.0,44.98_-93.278
18717,29.731,-95.501,2.0,29.731_-95.501
5096,33.908,-81.224,2.036363636363636,33.908_-81.224
19626,33.09,-117.303,2.0,33.09_-117.303
16157,44.951,-93.151,2.055555555555556,44.951_-93.151
19637,44.837,-93.399,2.0,44.837_-93.399
27321,28.224,-82.734,1.894736842105263,28.224_-82.734
5992,34.037,-118.287,2.208333333333333,34.037_-118.287
6166,34.059,-118.246,2.142857142857143,34.059_-118.246
18244,35.217,-80.815,2.0,35.217_-80.815
2901,32.777,-96.781,2.0625,32.777_-96.781
288,25.84,-80.32300000000001,2.161290322580645,25.84_-80.32300000000001
9542,37.74,-122.408,2.0285714285714285,37.74_-122.408
5563,33.998,-118.177,2.019230769230769,33.998_-118.177
19235,38.978,-121.385,2.0,38.978_-121.385
3237,32.891,-96.809,2.2222222222222223,32.891_-96.809
2270,30.427,-91.169,2.083333333333333,30.427_-91.169
22649,37.689,-122.106,2.0,37.689_-122.106
3086,32.829,-96.918,2.05,32.829_-96.918
22665,34.354,-117.438,2.0,34.354_-117.438
12561,39.979,-75.20400000000001,2.1818181818181817,39.979_-75.20400000000001
377,25.91,-80.35000000000001,2.4166666666666665,25.91_-80.35000000000001
17113,47.58,-122.166,2.0476190476190474,47.58_-122.166
1326,28.485,-81.418,2.0259740259740258,28.485_-81.418
12678,40.06,-76.537,2.111111111111111,40.06_-76.537
27046,34.534,-119.239,2.0,34.534_-119.239
13143,40.67,-111.902,2.15625,40.67_-111.902
24359,33.92,-118.038,2.0,33.92_-118.038
9081,37.463,-121.904,2.051282051282051,37.463_-121.904
17668,40.004,-75.22,2.0,40.004_-75.22
12099,39.687,-75.646,2.4444444444444446,39.687_-75.646
22819,34.017,-117.536,2.0,34.017_-117.536
3465,33.065,-117.293,2.0277777777777777,33.065_-117.293
28044,37.608,-77.452,1.7391304347826086,37.608_-77.452
4077,33.686,-117.868,2.1739130434782608,33.686_-117.868
21764,39.996,-75.238,2.0,39.996_-75.238
13482,40.738,-73.974,2.25,40.738_-73.974
9635,37.783,-121.21,2.057142857142857,37.783_-121.21
1084,27.955,-82.505,2.0625,27.955_-82.505
13940,40.886,-73.816,2.2857142857142856,40.886_-73.816
2388,30.688,-88.042,2.25,30.688_-88.042
26965,34.039,-118.052,2.0,34.039_-118.052
16298,45.003,-93.35,2.121212121212121,45.003_-93.35
23864,44.79,-93.202,2.0,44.79_-93.202
893,27.103,-80.264,2.125,27.103_-80.264
8886,37.318,-121.993,2.034482758620689,37.318_-121.993
8560,36.842,-76.286,2.0357142857142856,36.842_-76.286
21557,43.145,-123.365,2.0,43.145_-123.365
9379,37.658,-77.45100000000001,2.25,37.658_-77.45100000000001
7246,34.277,-118.609,2.236842105263158,34.277_-118.609
17155,47.623,-122.329,2.16,47.623_-122.329
17765,34.109,-117.982,2.0,34.109_-117.982
17910,34.19,-118.941,2.0,34.19_-118.941
1675,29.695,-95.295,2.5,29.695_-95.295
2620,32.698,-117.121,2.0277777777777777,32.698_-117.121
6273,34.066,-81.028,2.3461538461538463,34.066_-81.028
22718,37.55,-77.438,2.0,37.55_-77.438
25072,25.899,-80.19500000000001,2.0,25.899_-80.19500000000001
2530,32.668,-117.112,2.033333333333333,32.668_-117.112
2645,32.708,-96.93,2.4545454545454546,32.708_-96.93
9772,37.873,-122.306,2.0172413793103448,37.873_-122.306
19504,25.815,-80.322,2.0,25.815_-80.322
5618,34.009,-81.154,2.280701754385965,34.009_-81.154
1600,29.516,-98.529,2.5625,29.516_-98.529
26470,34.018,-118.052,2.0,34.018_-118.052
1433,28.556,-81.311,2.08,28.556_-81.311
1325,28.483,-81.444,2.2777777777777777,28.483_-81.444
4554,33.814,-117.915,2.04,33.814_-117.915
14293,41.319,-73.981,2.32,41.319_-73.981
1848,29.784,-95.109,2.45,29.784_-95.109
23806,36.68,-119.745,2.0,36.68_-119.745
9736,37.848,-77.45400000000001,2.08,37.848_-77.45400000000001
17782,42.49,-123.363,2.0,42.49_-123.363
18958,34.85,-82.279,2.0,34.85_-82.279
18430,40.853,-73.96600000000001,2.0,40.853_-73.96600000000001
26928,33.403,-111.968,2.0,33.403_-111.968
8917,37.333,-122.05,2.055555555555556,37.333_-122.05
9950,38.023,-121.971,2.0588235294117645,38.023_-121.971
21401,25.656,-80.415,2.0,25.656_-80.415
11612,39.172,-77.246,2.15625,39.172_-77.246
18679,32.67,-117.112,2.0,32.67_-117.112
6972,34.161,-117.331,2.1818181818181817,34.161_-117.331
1785,29.767,-95.266,2.227272727272727,29.767_-95.266
16199,44.964,-122.991,2.025641025641025,44.964_-122.991
23249,33.928,-84.177,2.0,33.928_-84.177
20836,39.732,-75.312,2.0,39.732_-75.312
2874,32.772,-117.129,2.1,32.772_-117.129
17267,40.354,-74.47200000000001,2.0,40.354_-74.47200000000001
20371,37.623,-122.401,2.0,37.623_-122.401
5607,34.007,-118.282,2.027027027027027,34.007_-118.282
24747,33.894,-117.501,2.0,33.894_-117.501
4280,33.751,-84.449,2.631578947368421,33.751_-84.449
7677,35.141,-118.468,2.054054054054054,35.141_-118.468
13860,40.845,-73.914,2.1565217391304348,40.845_-73.914
26216,34.076,-80.94500000000001,2.0,34.076_-80.94500000000001
9679,37.814,-122.301,2.057142857142857,37.814_-122.301
26843,33.766,-117.974,2.0,33.766_-117.974
20284,42.862,-73.776,2.0,42.862_-73.776
1818,29.779,-95.451,2.590909090909091,29.779_-95.451
22128,42.751,-121.839,2.0,42.751_-121.839
6914,34.154,-118.272,2.107142857142857,34.154_-118.272
5244,33.929,-118.254,2.032258064516129,33.929_-118.254
3571,33.247,-87.142,2.117647058823529,33.247_-87.142
6764,34.136,-117.478,2.0277777777777777,34.136_-117.478
12667,40.045,-75.258,2.071428571428572,40.045_-75.258
6195,34.063,-117.819,2.1923076923076925,34.063_-117.819
17156,47.624,-122.344,2.111111111111111,47.624_-122.344
11773,39.289,-76.741,2.4705882352941178,39.289_-76.741
23592,32.749,-117.207,2.0,32.749_-117.207
3211,32.877,-96.686,2.45,32.877_-96.686
3783,33.469,-117.674,2.0625,33.469_-117.674
1393,28.541,-81.286,2.0476190476190474,28.541_-81.286
23830,40.087,-74.21600000000001,2.0,40.087_-74.21600000000001
27283,27.981,-82.286,1.9090909090909087,27.981_-82.286
27770,35.784,-78.694,1.9166666666666667,35.784_-78.694
22024,28.354,-81.495,2.0,28.354_-81.495
11624,39.176,-76.636,2.333333333333333,39.176_-76.636
2680,32.72,-96.828,2.0186915887850465,32.72_-96.828
23314,33.167,-117.345,2.0,33.167_-117.345
26129,33.194,-117.255,2.0,33.194_-117.255
23062,37.586,-122.335,2.0,37.586_-122.335
4424,33.778,-117.867,2.12,33.778_-117.867
3145,32.846000000000004,-96.774,2.6666666666666665,32.846000000000004_-96.774
629,26.129,-80.17,2.048780487804878,26.129_-80.17
15983,44.804,-93.399,2.0625,44.804_-93.399
6844,34.148,-118.048,2.1538461538461537,34.148_-118.048
2104,30.253,-81.504,2.3157894736842106,30.253_-81.504
9453,37.7,-121.926,2.260869565217391,37.7_-121.926
3584,33.296,-117.462,2.0588235294117645,33.296_-117.462
4528,33.807,-117.907,2.04,33.807_-117.907
14764,41.845,-87.65,2.84,41.845_-87.65
26569,35.21,-80.758,2.0,35.21_-80.758
24775,38.772,-77.183,2.0,38.772_-77.183
11189,38.995,-94.697,2.210526315789474,38.995_-94.697
10704,38.801,-77.524,2.066666666666667,38.801_-77.524
6494,34.081,-117.724,2.090909090909091,34.081_-117.724
3195,32.869,-117.23,2.161290322580645,32.869_-117.23
25587,41.18,-73.19500000000001,2.0,41.18_-73.19500000000001
3893,33.569,-86.721,2.0869565217391304,33.569_-86.721
21746,45.188,-122.844,2.0,45.188_-122.844
24628,38.012,-122.272,2.0,38.012_-122.272
26297,36.699,-81.97200000000001,2.0,36.699_-81.97200000000001
23969,37.638,-121.279,2.0,37.638_-121.279
24124,32.812,-96.806,2.0,32.812_-96.806
7694,35.153,-90.084,2.125,35.153_-90.084
695,26.269,-80.126,2.142857142857143,26.269_-80.126
25012,38.801,-121.301,2.0,38.801_-121.301
21674,32.924,-96.799,2.0,32.924_-96.799
4510,33.802,-118.118,2.0588235294117645,33.802_-118.118
25493,38.853,-77.22,2.0,38.853_-77.22
12132,39.714,-105.002,2.1578947368421053,39.714_-105.002
22145,34.067,-117.442,2.0,34.067_-117.442
5731,34.024,-118.205,2.050632911392405,34.024_-118.205
5139,33.913000000000004,-117.445,2.1739130434782608,33.913000000000004_-117.445
11445,39.089,-84.523,2.1578947368421053,39.089_-84.523
12918,40.448,-75.899,2.5217391304347827,40.448_-75.899
302,25.853,-80.322,2.111111111111111,25.853_-80.322
18743,44.927,-93.07,2.0,44.927_-93.07
16321,45.02,-93.052,2.0588235294117645,45.02_-93.052
7493,34.814,-78.986,2.055555555555556,34.814_-78.986
7356,34.406,-112.073,2.260869565217391,34.406_-112.073
21937,38.768,-77.537,2.0,38.768_-77.537
26749,34.13,-118.073,2.0,34.13_-118.073
7524,34.89,-82.407,2.0869565217391304,34.89_-82.407
27557,32.163000000000004,-110.91,1.4444444444444444,32.163000000000004_-110.91
5409,33.964,-117.326,2.064516129032258,33.964_-117.326
24743,26.039,-80.215,2.0,26.039_-80.215
6160,34.058,-118.245,2.0096153846153846,34.058_-118.245
10338,38.574,-121.578,2.0625,38.574_-121.578
26318,45.036,-93.343,2.0,45.036_-93.343
24997,44.803,-124.062,2.0,44.803_-124.062
1502,28.763,-81.272,2.375,28.763_-81.272
6599,34.106,-118.329,2.0294117647058822,34.106_-118.329
12600,40.001,-75.227,2.0869565217391304,40.001_-75.227
9823,37.923,-122.514,2.0217391304347827,37.923_-122.514
10117,38.346,-77.485,2.2,38.346_-77.485
14621,41.769,-72.669,2.08,41.769_-72.669
5670,34.018,-118.281,2.071428571428572,34.018_-118.281
613,26.11,-80.355,2.1818181818181817,26.11_-80.355
18261,42.878,-85.46300000000001,2.0,42.878_-85.46300000000001
28317,38.682,-121.336,1.8955223880597012,38.682_-121.336
17309,27.462,-82.575,2.0,27.462_-82.575
209,25.796,-80.321,2.142857142857143,25.796_-80.321
12018,39.577,-119.813,2.0625,39.577_-119.813
10786,38.843,-94.53,2.090909090909091,38.843_-94.53
17474,37.125,-122.123,2.0,37.125_-122.123
24933,37.869,-77.45400000000001,2.0,37.869_-77.45400000000001
10755,38.827,-77.437,2.0384615384615383,38.827_-77.437
25750,37.793,-121.191,2.0,37.793_-121.191
25624,35.032000000000004,-85.315,2.0,35.032000000000004_-85.315
10153,38.422,-122.716,2.026315789473684,38.422_-122.716
3471,33.072,-96.688,2.24,33.072_-96.688
21263,37.701,-121.809,2.0,37.701_-121.809
12952,40.515,-76.114,2.25,40.515_-76.114
23916,38.023,-121.967,2.0,38.023_-121.967
8207,36.035,-86.784,2.16,36.035_-86.784
10219,38.499,-121.518,2.0588235294117645,38.499_-121.518
24659,25.786,-80.369,2.0,25.786_-80.369
16700,45.506,-122.716,2.071428571428572,45.506_-122.716
28374,41.077,-73.71900000000001,1.7222222222222223,41.077_-73.71900000000001
26852,46.777,-113.712,2.0,46.777_-113.712
8158,35.882,-78.84,2.321428571428572,35.882_-78.84
6817,34.145,-117.285,2.0232558139534884,34.145_-117.285
21969,35.819,-78.625,2.0,35.819_-78.625
10633,38.767,-121.254,2.03125,38.767_-121.254
8840,37.294,-121.939,2.25,37.294_-121.939
16914,45.614,-122.678,2.4347826086956523,45.614_-122.678
27060,39.921,-74.94800000000001,2.0,39.921_-74.94800000000001
24233,40.865,-111.9,2.0,40.865_-111.9
13565,40.752,-73.898,2.294117647058824,40.752_-73.898
637,26.136,-80.154,2.3684210526315788,26.136_-80.154
16231,44.969,-93.33,2.051282051282051,44.969_-93.33
27257,27.835,-82.32900000000001,1.9411764705882355,27.835_-82.32900000000001
5818,34.029,-118.01,2.1375,34.029_-118.01
12218,39.774,-86.143,2.206896551724138,39.774_-86.143
13881,40.85,-73.947,2.048780487804878,40.85_-73.947
27430,29.928,-90.032,1.8421052631578947,29.928_-90.032
16152,44.951,-93.165,2.0416666666666665,44.951_-93.165
21785,37.192,-80.274,2.0,37.192_-80.274
19185,34.068,-117.367,2.0,34.068_-117.367
26600,25.953,-80.295,2.0,25.953_-80.295
22654,25.713,-80.383,2.0,25.713_-80.383
21238,33.838,-118.264,2.0,33.838_-118.264
3613,33.385,-111.935,2.111111111111111,33.385_-111.935
13513,40.742,-73.84700000000001,2.0384615384615383,40.742_-73.84700000000001
12183,39.749,-104.827,2.333333333333333,39.749_-104.827
2984,32.793,-96.797,2.018867924528302,32.793_-96.797
20467,33.462,-112.067,2.0,33.462_-112.067
6271,34.066,-117.212,2.05,34.066_-117.212
13585,40.757,-73.998,2.2580645161290325,40.757_-73.998
1578,29.433,-98.498,2.055555555555556,29.433_-98.498
23138,45.068,-93.265,2.0,45.068_-93.265
24596,37.841,-77.45100000000001,2.0,37.841_-77.45100000000001
17176,47.657,-122.323,2.238095238095238,47.657_-122.323
16688,45.501,-122.663,2.033333333333333,45.501_-122.663
14263,41.28,-72.96000000000001,2.142857142857143,41.28_-72.96000000000001
7898,35.325,-84.778,2.076923076923077,35.325_-84.778
23092,34.092,-80.861,2.0,34.092_-80.861
25021,29.085,-82.185,2.0,29.085_-82.185
22382,40.637,-111.89,2.0,40.637_-111.89
12340,39.842,-104.985,2.8181818181818183,39.842_-104.985
9069,37.448,-77.423,2.3,37.448_-77.423
3197,32.869,-96.899,2.142857142857143,32.869_-96.899
6950,34.157000000000004,-118.449,2.046511627906977,34.157000000000004_-118.449
14757,41.842,-72.666,2.272727272727273,41.842_-72.666
27140,41.117,-78.549,2.0,41.117_-78.549
26307,41.178,-73.196,2.0,41.178_-73.196
11812,39.319,-84.428,2.176470588235294,39.319_-84.428
16537,45.292,-122.77,2.033333333333333,45.292_-122.77
24691,29.736,-95.572,2.0,29.736_-95.572
16466,45.129,-93.488,2.2,45.129_-93.488
4,25.476,-80.44200000000001,2.090909090909091,25.476_-80.44200000000001
1957,29.959,-90.097,2.32,29.959_-90.097
22953,45.501,-122.661,2.0,45.501_-122.661
6131,34.055,-118.215,2.2285714285714286,34.055_-118.215
430,25.928,-80.21300000000001,2.388888888888889,25.928_-80.21300000000001
1808,29.777,-95.426,2.7254901960784315,29.777_-95.426
11069,38.938,-94.705,2.1052631578947367,38.938_-94.705
20276,44.385,-123.062,2.0,44.385_-123.062
6801,34.143,-117.321,2.21875,34.143_-117.321
27302,28.078,-80.673,1.962962962962963,28.078_-80.673
24808,38.672,-77.247,2.0,38.672_-77.247
27696,33.6,-112.282,1.9375,33.6_-112.282
16166,44.951,-93.086,2.117647058823529,44.951_-93.086
16939,45.688,-121.694,2.111111111111111,45.688_-121.694
8319,36.149,-86.782,2.0232558139534884,36.149_-86.782
21973,37.732,-122.415,2.0,37.732_-122.415
11075,38.939,-94.6,2.25,38.939_-94.6
23352,33.913000000000004,-118.15,2.0,33.913000000000004_-118.15
18104,44.951,-122.991,2.0,44.951_-122.991
11817,39.323,-77.357,2.076923076923077,39.323_-77.357
18669,34.065,-117.502,2.0,34.065_-117.502
1770,29.749,-95.265,2.526315789473684,29.749_-95.265
14167,41.15,-73.249,2.12,41.15_-73.249
27388,28.527,-81.46000000000001,1.96,28.527_-81.46000000000001
3993,33.654,-84.008,2.647058823529412,33.654_-84.008
10365,38.584,-121.504,2.388888888888889,38.584_-121.504
11955,39.437,-76.82000000000001,2.421052631578948,39.437_-76.82000000000001
11558,39.123,-84.536,2.117647058823529,39.123_-84.536
13116,40.659,-74.288,2.087719298245614,40.659_-74.288
5663,34.017,-118.176,2.116883116883117,34.017_-118.176
21112,43.69,-116.355,2.0,43.69_-116.355
11472,39.096,-94.588,2.4047619047619047,39.096_-94.588
10210,38.496,-121.452,2.022988505747126,38.496_-121.452
19118,37.336,-121.934,2.0,37.336_-121.934
21691,43.242,-123.224,2.0,43.242_-123.224
1198,28.212,-80.598,2.1578947368421053,28.212_-80.598
21599,27.821,-82.681,2.0,27.821_-82.681
1224,28.318,-81.559,2.473684210526316,28.318_-81.559
27609,32.25,-110.876,1.393939393939394,32.25_-110.876
11236,39.013,-77.049,2.0625,39.013_-77.049
11310,39.025,-94.692,2.234375,39.025_-94.692
15488,42.483,-82.918,2.611111111111111,42.483_-82.918
23262,34.106,-117.533,2.0,34.106_-117.533
26730,39.113,-121.559,2.0,39.113_-121.559
3928,33.601,-112.117,2.142857142857143,33.601_-112.117
26311,34.022,-117.337,2.0,34.022_-117.337
6155,34.057,-117.805,2.033333333333333,34.057_-117.805
13041,40.608,-74.148,2.0454545454545454,40.608_-74.148
17086,47.526,-122.198,2.055555555555556,47.526_-122.198
19880,44.886,-93.334,2.0,44.886_-93.334
6463,34.076,-117.622,2.130434782608696,34.076_-117.622
6333,34.068,-117.391,2.0869565217391304,34.068_-117.391
4660,33.845,-117.823,2.0681818181818183,33.845_-117.823
18706,38.343,-77.497,2.0,38.343_-77.497
16893,45.591,-122.548,2.08,45.591_-122.548
8396,36.272,-77.72200000000001,2.206896551724138,36.272_-77.72200000000001
18963,40.115,-75.348,2.0,40.115_-75.348
21639,45.884,-123.61,2.0,45.884_-123.61
21625,38.852,-77.4,2.0,38.852_-77.4
15416,42.425,-123.04,2.0232558139534884,42.425_-123.04
23929,38.596,-77.315,2.0,38.596_-77.315
697,26.274,-80.125,2.051282051282051,26.274_-80.125
25242,34.273,-119.136,2.0,34.273_-119.136
4406,33.776,-84.60300000000001,2.085714285714286,33.776_-84.60300000000001
17785,42.163,-88.054,2.0,42.163_-88.054
14815,41.871,-87.861,2.660377358490566,41.871_-87.861
24214,35.868,-78.546,2.0,35.868_-78.546
20562,30.511,-87.22,2.0,30.511_-87.22
12093,39.68,-86.34,2.1923076923076925,39.68_-86.34
26963,38.414,-77.428,2.0,38.414_-77.428
16106,44.93,-93.351,2.0526315789473686,44.93_-93.351
24972,36.143,-86.702,2.0,36.143_-86.702
23948,25.687,-80.355,2.0,25.687_-80.355
10496,38.655,-121.034,2.0434782608695654,38.655_-121.034
28057,37.626,-120.997,1.981818181818182,37.626_-120.997
27783,35.875,-78.541,1.9523809523809523,35.875_-78.541
706,26.306,-80.17,2.333333333333333,26.306_-80.17
13836,40.841,-73.946,2.076923076923077,40.841_-73.946
27333,28.3,-81.57600000000001,1.7333333333333334,28.3_-81.57600000000001
9387,37.663,-122.107,2.1707317073170733,37.663_-122.107
13551,40.749,-73.83500000000001,2.3095238095238093,40.749_-73.83500000000001
7473,34.778,-92.254,2.095238095238096,34.778_-92.254
2670,32.717,-117.089,2.147058823529412,32.717_-117.089
26535,33.833,-118.209,2.0,33.833_-118.209
25574,36.155,-86.76,2.0,36.155_-86.76
18299,33.938,-118.292,2.0,33.938_-118.292
19493,33.014,-117.27,2.0,33.014_-117.27
13801,40.83,-73.85300000000001,2.1818181818181817,40.83_-73.85300000000001
